version,model,ratio,nasa_r2,nasa_mae,s_r2,s_mae,oracle_nasa_r2,early_nasa_r2,n,mod_r2_眼动,mod_r2_脑电,mod_r2_心率,mod_r2_行为
v6_observe_ratio,r75_extra_trees,0.75,0.018122137435997554,1.2096361018777864,0.9544085824876389,0.03628908305633359,0.5279207150231725,0.40047061010837415,82,0.06902883578749265,-0.10693398661657261,-0.25301394106924685,-0.002065473921920338
v7_next_task,persist_prev_task,,-0.6297267821007151,1.4877084995138234,0.9251736069840226,0.04463125498541472,0.426367904665647,-0.6297267821007151,58,-1.2739010851989723,-3.4200626587322875,-4.4698684839082485,-0.8840449301238017
v7_next_task,dummy_mean,,0.039014994352948085,1.194218030469171,0.9558778548007173,0.035826540914075146,0.426367904665647,-0.6297267821007151,58,-0.04097476723337796,-0.033855288463583884,-0.0558723601509157,-0.05174054408943187
v7_next_task,ridge_scaled,,-0.17465610103953133,1.3052282681410339,0.9460674758245656,0.03915684804423104,0.426367904665647,-0.6297267821007151,58,-1.191649208969328,-1.7679019255091915,-0.9754551947572484,-1.0117512800837043
v7_next_task,pls6,,-0.29605741251610973,1.3789011686697776,0.940493521745286,0.041367035060093336,0.426367904665647,-0.6297267821007151,58,-0.07825147659519971,-0.17544225658079324,-0.11855524097603651,-0.07455446331797401
v7_next_task,extra_trees,,-0.04964726706128375,1.213548106160657,0.9518070637386012,0.03640644318481973,0.426367904665647,-0.6297267821007151,58,-0.009338578031451425,-0.03093386131923472,-0.00051648174673119,-0.024275073296269496
v7_next_task,knn5,,-0.3860416896732459,1.3348495239498972,0.9363620323681897,0.040045485718496934,0.426367904665647,-0.6297267821007151,58,-0.07224304614657046,-0.17962230527774117,-0.06451013356959392,-0.03748500037127312
v8_quota27_space,persist_early,,0.12862639001047393,1.1633249058956057,0.9595396132482861,0.03489974717686816,0.5279207150231725,0.12862639001047393,82,,,,
v8_quota27_space,ridge_scaled,,0.26354708048827646,1.0563687770347285,0.9658043695536851,0.03169106331104185,0.5279207150231725,0.12862639001047393,82,,,,
v8_quota27_space,pls6,,0.11697712942555683,1.1382201123043776,0.9589987045229886,0.03414660336913133,0.5279207150231725,0.12862639001047393,82,,,,
v8_quota27_space,extra_trees,,0.01764132973314636,1.2288763311820303,0.9543862572010025,0.03686628993546091,0.5279207150231725,0.12862639001047393,82,,,,
