method,sample_id,S_true,S_ridge,dS,hr_std_hat,hr_std_true,hr_dyn,jump,level_err,hr_pearson
mean_revert,subject_12_task_2,0.8049999999999999,0.7873994269967078,0.017600573003292097,0.49541352106665315,3.0221327056393075,0.16392844645866336,0.36223763291724254,1.190213761920873,0.28709691469172127
mean_revert,subject_12_task_3,0.522,0.5759279489517212,0.05392794895172115,0.8836372951870176,2.2607164575608594,0.3908660408619905,0.36280952380951703,1.8478443791414207,0.6981632409026083
mean_revert,subject_12_task_5_6,0.49,0.5366591793298721,0.04665917932987207,0.18862543281484878,2.396035195041265,0.07872398219274089,0.0879148629148574,2.330952675436251,0.19355896412522122
mean_revert,subject_16_task_3,0.86,0.885238316655159,0.025238316655158965,0.08321983064387437,1.9422934496813617,0.04284616736418749,0.03424242424242152,3.1878533282347234,0.9206655288653067
mean_revert,subject_16_task_5,0.42533333333333334,0.42307889362176254,0.0022544397115707993,0.22043631241264064,0.7576948653094615,0.290930187857756,0.13333333333333997,1.3982541628148226,0.931351618279382
mean_revert,subject_16_task_5_6,0.4179999999999999,0.4223140433430671,0.004314043343067175,0.6421374147338109,1.6849667430457116,0.3810979733416677,0.26666190476190366,0.6917436428028196,0.4180077762419962
mean_revert,subject_16_task_5_6_repeat_1,0.4179999999999999,0.4007730290293693,0.01722697097063064,0.08659264858208304,2.8953237073827385,0.029907760594162325,0.04072829131652611,1.6054503325415084,0.37563420324211994
mean_revert,subject_23_task_3,0.6655,0.6363073736429214,0.029192626357078533,0.27225736360249964,1.6777217693969264,0.16227801709790357,0.1122058823529386,0.6055067517825563,0.7434435478405242
mean_revert,subject_23_task_5,0.5886666666666667,0.571225149432818,0.01744151723384868,0.0717350748453824,2.4517545691601854,0.029258668651066314,0.03468864468864297,2.4347668503646247,0.6044737991586632
mean_revert,subject_23_task_5_6,0.594,0.6069072410464287,0.012907241046428708,0.1485925063009149,1.1965872698850057,0.12418024894531297,0.06470588235293917,0.043205537913465264,-0.24595095682719678
mean_revert,subject_23_task_5_6_repeat_1,0.604,0.6286787688732147,0.02467876887321474,0.4167107168306899,1.444624246941953,0.28845612610216187,0.1739072039072056,3.007493031262541,-0.3818583657179994
persist_last,subject_02_task_1,0.5675,0.5801091641187668,0.01260916411876678,1.4210854715202004e-14,3.136499679665857,4.530800612550336e-15,0.0,3.9415553271668244,
persist_last,subject_02_task_3,0.6275000000000001,0.6361123770475388,0.0086123770475387,0.0,6.115186301268871,0.0,0.0,5.499278499278489,
persist_last,subject_02_task_5_6,0.6619999999999999,0.6788943535089492,0.0168943535089493,0.0,2.8251978575658097,0.0,0.0,0.8207070707070727,
persist_last,subject_07_task_2,0.819,0.7933207088708877,0.02567929112911227,2.842170943040401e-14,2.458081861197127,1.1562556057810296e-14,0.0,1.335449735449771,
persist_last,subject_07_task_3,0.528,0.5271508753299713,0.0008491246700287336,0.0,1.502969052316854,0.0,0.0,4.625833333333347,
persist_last,subject_07_task_5_6,0.514,0.5418163892626762,0.027816389262676156,1.4210854715202004e-14,3.9412186029731138,3.605700700901198e-15,0.0,5.324979822437442,
persist_last,subject_12_task_2,0.8049999999999999,0.7873994269967078,0.017600573003292097,0.0,3.0221327056393075,0.0,0.0,4.655095468138953,
persist_last,subject_12_task_3,0.522,0.5759279489517212,0.05392794895172115,0.0,2.2607164575608594,0.0,0.0,4.433650793650784,
persist_last,subject_12_task_5_6,0.49,0.5366591793298721,0.04665917932987207,2.842170943040401e-14,2.396035195041265,1.1861974886931816e-14,0.0,3.0903318903319104,
persist_last,subject_16_task_3,0.86,0.885238316655159,0.025238316655158965,1.4210854715202004e-14,1.9422934496813617,7.316533268630443e-15,0.0,3.442156862745108,
persist_last,subject_16_task_5,0.42533333333333334,0.42307889362176254,0.0022544397115707993,0.0,0.7576948653094615,0.0,0.0,1.914814814814818,
persist_last,subject_16_task_5_6,0.4179999999999999,0.4223140433430671,0.004314043343067175,0.0,1.6849667430457116,0.0,0.0,1.0838095238095207,
persist_last,subject_16_task_5_6_repeat_1,0.4179999999999999,0.4007730290293693,0.01722697097063064,1.4210854715202004e-14,2.8953237073827385,4.908209272035415e-15,0.0,1.2520308123249322,
persist_last,subject_23_task_3,0.6655,0.6363073736429214,0.029192626357078533,1.4210854715202004e-14,1.6777217693969264,8.470328566820081e-15,0.0,1.446258503401367,
persist_last,subject_23_task_5,0.5886666666666667,0.571225149432818,0.01744151723384868,0.0,2.4517545691601854,0.0,0.0,2.2598639455782177,
persist_last,subject_23_task_5_6,0.594,0.6069072410464287,0.012907241046428708,0.0,1.1965872698850057,0.0,0.0,0.49019607843136725,
persist_last,subject_23_task_5_6_repeat_1,0.604,0.6286787688732147,0.02467876887321474,0.0,1.444624246941953,0.0,0.0,1.6539285714285654,
